Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
United States of America,Poughkeepsie,43,Good,1,Good,43,Good,2,Good,39,Good
United States of America,Randallstown,52,Moderate,1,Good,44,Good,4,Good,52,Moderate
Thailand,Ranong,36,Good,0,Good,16,Good,0,Good,36,Good
Germany,Rathenow,39,Good,0,Good,39,Good,0,Good,23,Good
Russian Federation,Reutov,58,Moderate,1,Good,25,Good,9,Good,58,Moderate
United States of America,Richardson,56,Moderate,1,Good,21,Good,6,Good,56,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
United States of America,Richmond,76,Moderate,2,Good,15,Good,17,Good,76,Moderate
Peru,Rioja,25,Good,1,Good,3,Good,0,Good,25,Good
France,Riom,40,Good,1,Good,30,Good,1,Good,40,Good
Italy,Rocca Priora,47,Good,1,Good,47,Good,2,Good,27,Good
France,Rodez,42,Good,1,Good,31,Good,1,Good,42,Good
Philippines,Romblon,50,Good,1,Good,23,Good,0,Good,50,Good
United States of America,Daly City,62,Moderate,1,Good,18,Good,13,Good,62,Moderate
Brazil,Delmiro Gouveia,25,Good,0,Good,9,Good,1,Good,25,Good
Russian Federation,Desnogorsk,34,Good,1,Good,34,Good,0,Good,10,Good
Turkey,Develi,46,Good,1,Good,29,Good,0,Good,46,Good
Ukraine,Dniprorudne,39,Good,1,Good,39,Good,0,Good,12,Good
Benin,Dogbo,101,Unhealthy for Sensitive Groups,3,Good,18,Good,2,Good,101,Unhealthy for Sensitive Groups
United States of America,Dumas,60,Moderate,1,Good,22,Good,3,Good,60,Moderate
United States of America,Dyersburg,93,Moderate,1,Good,24,Good,5,Good,93,Moderate
United States of America,Eatontown,28,Good,1,Good,28,Good,8,Good,25,Good
United States of America,El Campo,39,Good,1,Good,22,Good,1,Good,39,Good
United States of America,Ellicott City,44,Good,1,Good,27,Good,10,Good,44,Good
Japan,Ena,42,Good,1,Good,42,Good,0,Good,12,Good
Italy,Giussano,62,Moderate,1,Good,32,Good,4,Good,62,Moderate
United Kingdom of Great Britain and Northern Ireland,Glenrothes,35,Good,1,Good,22,Good,6,Good,35,Good
United Kingdom of Great Britain and Northern Ireland,Glossop,27,Good,1,Good,25,Good,3,Good,27,Good
Namibia,Gobabis,19,Good,0,Good,18,Good,0,Good,19,Good
India,Gobindpur,175,Unhealthy,1,Good,51,Moderate,1,Good,175,Unhealthy
Spain,Godella,33,Good,1,Good,33,Good,1,Good,28,Good
Brazil,Goiatuba,37,Good,1,Good,3,Good,3,Good,37,Good
Netherlands,Goirle,30,Good,0,Good,30,Good,2,Good,27,Good
United States of America,Golden Glades,61,Moderate,1,Good,10,Good,16,Good,61,Moderate
Albania,Gramsh,68,Moderate,1,Good,39,Good,1,Good,68,Moderate
United States of America,Granger,57,Moderate,2,Good,21,Good,11,Good,57,Moderate
United States of America,Grants Pass,29,Good,1,Good,29,Good,2,Good,27,Good
,Granville,30,Good,1,Good,30,Good,3,Good,25,Good
Mexico,Guasave,35,Good,1,Good,22,Good,1,Good,35,Good
Germany,Guben,37,Good,1,Good,21,Good,4,Good,37,Good
Cameroon,Guider,76,Moderate,3,Good,8,Good,1,Good,76,Moderate
China,Guilin,90,Moderate,3,Good,46,Good,3,Good,90,Moderate
France,Guipavas,34,Good,1,Good,26,Good,9,Good,34,Good
United States of America,Fort Walton Beach,65,Moderate,1,Good,30,Good,1,Good,65,Moderate
France,Fosses,29,Good,0,Good,28,Good,2,Good,29,Good
United States of America,Fountain Hills,37,Good,1,Good,27,Good,8,Good,37,Good
United States of America,Fountain,72,Moderate,1,Good,29,Good,3,Good,72,Moderate
Brazil,Francisco Morato,169,Unhealthy,7,Good,0,Good,21,Good,169,Unhealthy
Germany,Freiberg,36,Good,1,Good,25,Good,3,Good,36,Good
United States of America,Front Royal,46,Good,1,Good,37,Good,2,Good,46,Good
Germany,Gaggenau,29,Good,0,Good,29,Good,2,Good,26,Good
Israel,Gan Yavne,77,Moderate,1,Good,43,Good,6,Good,77,Moderate
Italy,Gela,53,Moderate,1,Good,38,Good,2,Good,53,Moderate
Netherlands,Gennep,30,Good,0,Good,25,Good,3,Good,30,Good
Germany,Genthin,31,Good,0,Good,30,Good,1,Good,31,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Guyana,Georgetown,27,Good,0,Good,19,Good,0,Good,27,Good
Germany,Gera,30,Good,0,Good,28,Good,2,Good,30,Good
United States of America,Lake Jackson,25,Good,0,Good,24,Good,2,Good,25,Good
United States of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
United States of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
United States of America,Lakeside,57,Moderate,2,Good,22,Good,14,Good,57,Moderate
Thailand,Lam Luk Ka,66,Moderate,1,Good,28,Good,1,Good,66,Moderate
Netherlands,Leusden,33,Good,0,Good,33,Good,1,Good,26,Good
United Kingdom of Great Britain and Northern Ireland,Lewes,37,Good,1,Good,12,Good,13,Good,37,Good
Philippines,Lianga,50,Good,1,Good,20,Good,0,Good,50,Good
France,Libourne,46,Good,1,Good,26,Good,2,Good,46,Good
Czechia,Litovel,49,Good,1,Good,24,Good,2,Good,49,Good
Belgium,Lokeren,31,Good,0,Good,31,Good,2,Good,31,Good
Belgium,Londerzeel,34,Good,0,Good,29,Good,3,Good,34,Good
Senegal,Louga,176,Unhealthy,2,Good,21,Good,3,Good,176,Unhealthy
Poland,Lubin,35,Good,1,Good,20,Good,3,Good,35,Good
Poland,Lublin,32,Good,1,Good,32,Good,1,Good,28,Good
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
Philippines,Lucena,32,Good,1,Good,29,Good,0,Good,32,Good
Lesotho,Mafeteng,117,Unhealthy for Sensitive Groups,4,Good,14,Good,7,Good,117,Unhealthy for Sensitive Groups
United States of America,Magnolia,56,Moderate,1,Good,25,Good,2,Good,56,Moderate
India,Maihar,171,Unhealthy,1,Good,36,Good,0,Good,171,Unhealthy
United States of America,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
United States of America,Maitland,53,Moderate,1,Good,18,Good,14,Good,53,Moderate
France,Malakoff,40,Good,1,Good,26,Good,3,Good,40,Good
Benin,Malanville,34,Good,1,Good,18,Good,1,Good,34,Good
Italy,Malnate,69,Moderate,1,Good,22,Good,6,Good,69,Moderate
Democratic Republic of the Congo,Manono,74,Moderate,2,Good,23,Good,1,Good,74,Moderate
Venezuela (Bolivarian Republic of),Maracaibo,118,Unhealthy for Sensitive Groups,1,Good,17,Good,4,Good,118,Unhealthy for Sensitive Groups
Germany,Hagen,30,Good,0,Good,30,Good,1,Good,25,Good
France,Halluin,35,Good,0,Good,28,Good,2,Good,35,Good
Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good
Germany,Hamburg,34,Good,0,Good,28,Good,2,Good,34,Good
United States of America,Hanahan,73,Moderate,2,Good,35,Good,8,Good,73,Moderate
Bulgaria,Harmanli,40,Good,1,Good,40,Good,1,Good,24,Good
Pakistan,Harunabad,500,Hazardous,1,Good,43,Good,0,Good,443,Hazardous
Germany,Hattingen,28,Good,0,Good,27,Good,2,Good,28,Good
United States of America,Hauppauge,52,Moderate,1,Good,27,Good,12,Good,52,Moderate
United States of America,Hayward,70,Moderate,2,Good,20,Good,20,Good,70,Moderate
Finland,Heinola,33,Good,0,Good,33,Good,0,Good,5,Good
Japan,Hekinan,59,Moderate,1,Good,59,Moderate,1,Good,23,Good
Germany,Hemsbach,30,Good,0,Good,30,Good,1,Good,24,Good
China,Hengyang,169,Unhealthy,4,Good,169,Unhealthy,3,Good,150,Unhealthy
United States of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
United States of America,Hoboken,61,Moderate,1,Good,27,Good,11,Good,61,Moderate
Somalia,Hobyo,58,Moderate,0,Good,21,Good,0,Good,58,Moderate
Solomon Islands,Honiara,18,Good,0,Good,18,Good,0,Good,6,Good
Paraguay,Horqueta,20,Good,0,Good,20,Good,0,Good,20,Good
Armenia,Hrazdan,31,Good,0,Good,31,Good,0,Good,30,Good
China,Hsinchu,138,Unhealthy for Sensitive Groups,3,Good,138,Unhealthy for Sensitive Groups,2,Good,112,Unhealthy for Sensitive Groups
Peru,Huaura,39,Good,1,Good,19,Good,1,Good,39,Good
Zimbabwe,Hwange,44,Good,0,Good,17,Good,0,Good,44,Good
Japan,Ichihara,74,Moderate,1,Good,74,Moderate,1,Good,35,Good
India,Khed,95,Moderate,0,Good,22,Good,0,Good,95,Moderate
Russian Federation,Khimki,40,Good,1,Good,30,Good,8,Good,40,Good
Ukraine,Khotyn,75,Moderate,1,Good,37,Good,1,Good,75,Moderate
Turkey,Kilis,64,Moderate,1,Good,41,Good,0,Good,64,Moderate
United States of America,Killeen,40,Good,0,Good,21,Good,1,Good,40,Good
Austria,Klosterneuburg,59,Moderate,1,Good,30,Good,3,Good,59,Moderate
Croatia,Knin,48,Good,1,Good,48,Good,0,Good,35,Good
Papua New Guinea,Kokopo,104,Unhealthy for Sensitive Groups,0,Good,22,Good,0,Good,104,Unhealthy for Sensitive Groups
Russian Federation,Kola,30,Good,1,Good,30,Good,0,Good,10,Good
Russian Federation,Kola,30,Good,1,Good,30,Good,0,Good,10,Good
Russian Federation,Kotelnikovo,39,Good,1,Good,39,Good,0,Good,20,Good
Chad,Koumra,59,Moderate,2,Good,6,Good,0,Good,59,Moderate
Russian Federation,Krasnovishersk,29,Good,1,Good,28,Good,0,Good,29,Good
Russian Federation,Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good
Russian Federation,Krasnyy Yar,34,Good,1,Good,34,Good,1,Good,24,Good
Germany,Kronach,36,Good,1,Good,26,Good,2,Good,36,Good
Germany,Kronberg,30,Good,0,Good,30,Good,1,Good,27,Good
Russian Federation,Kulebaki,48,Good,1,Good,33,Good,1,Good,48,Good
Japan,Kushiro,33,Good,1,Good,33,Good,0,Good,9,Good
Japan,Kushiro,33,Good,1,Good,33,Good,0,Good,9,Good
Mexico,La Barca,37,Good,1,Good,8,Good,3,Good,37,Good
France,La Crau,60,Moderate,1,Good,30,Good,6,Good,60,Moderate
Honduras,La Entrada,55,Moderate,2,Good,5,Good,4,Good,55,Moderate
United States of America,La Presa,58,Moderate,2,Good,14,Good,19,Good,58,Moderate
Germany,Ilsede,41,Good,0,Good,28,Good,2,Good,41,Good
Brazil,Imbituba,31,Good,1,Good,15,Good,1,Good,31,Good
Brazil,Imbituva,24,Good,1,Good,8,Good,0,Good,24,Good
Japan,Inagi,78,Moderate,1,Good,78,Moderate,3,Good,51,Moderate
Spain,Inca,43,Good,1,Good,43,Good,0,Good,30,Good
India,Indore,150,Unhealthy,1,Good,30,Good,0,Good,150,Unhealthy
United Kingdom of Great Britain and Northern Ireland,Inverurie,31,Good,1,Good,31,Good,2,Good,25,Good
Japan,Ishigaki,116,Unhealthy for Sensitive Groups,2,Good,116,Unhealthy for Sensitive Groups,0,Good,64,Moderate
Spain,Jaen,36,Good,1,Good,17,Good,3,Good,36,Good
Mexico,Jilotepec,95,Moderate,2,Good,9,Good,9,Good,95,Moderate
Mexico,Jilotepec,95,Moderate,2,Good,9,Good,9,Good,95,Moderate
United Republic of Tanzania,Kabanga,171,Unhealthy,6,Good,10,Good,3,Good,171,Unhealthy
Finland,Kajaani,32,Good,1,Good,32,Good,0,Good,24,Good
India,Kalavai,59,Moderate,1,Good,32,Good,0,Good,59,Moderate
Russian Federation,Kalyazin,24,Good,1,Good,24,Good,0,Good,19,Good
Ukraine,Kalynivka,78,Moderate,1,Good,36,Good,1,Good,78,Moderate
Cambodia,Kampot,59,Moderate,1,Good,27,Good,0,Good,59,Moderate
Finland,Kangasala,30,Good,1,Good,30,Good,2,Good,14,Good
India,Karambakkudi,84,Moderate,1,Good,40,Good,1,Good,84,Moderate
Japan,Kawaguchi,75,Moderate,1,Good,75,Moderate,1,Good,34,Good
United States of America,Kearns,54,Moderate,1,Good,6,Good,14,Good,54,Moderate
Belgium,Keerbergen,39,Good,1,Good,23,Good,5,Good,39,Good
United States of America,Kerrville,36,Good,0,Good,20,Good,1,Good,36,Good
United States of America,Kettering,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
United States of America,Kettering,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
United States of America,Kettering,53,Moderate,1,Good,31,Good,6,Good,53,Moderate
India,Khammam,112,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,112,Unhealthy for Sensitive Groups
India,Khandwa,130,Unhealthy for Sensitive Groups,0,Good,31,Good,0,Good,130,Unhealthy for Sensitive Groups
Italy,Marsciano,40,Good,1,Good,40,Good,2,Good,23,Good
France,Marseille,59,Moderate,1,Good,37,Good,6,Good,59,Moderate
United States of America,Mashpee,29,Good,1,Good,29,Good,2,Good,17,Good
Uganda,Masindi,62,Moderate,2,Good,17,Good,0,Good,62,Moderate
Chad,Massakory,65,Moderate,2,Good,23,Good,1,Good,65,Moderate
Philippines,Medellin,78,Moderate,1,Good,31,Good,0,Good,78,Moderate
Cuba,Media Luna,56,Moderate,1,Good,25,Good,1,Good,56,Moderate
Colombia,Melgar,121,Unhealthy for Sensitive Groups,4,Good,7,Good,8,Good,121,Unhealthy for Sensitive Groups
Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
Argentina,Mercedes,14,Good,1,Good,14,Good,0,Good,3,Good
United States of America,Merriam,95,Moderate,1,Good,23,Good,10,Good,95,Moderate
United States of America,Merrill,52,Moderate,1,Good,33,Good,3,Good,52,Moderate
Netherlands,Middelharnis,34,Good,0,Good,34,Good,2,Good,32,Good
Turkey,Midyat,72,Moderate,1,Good,42,Good,1,Good,72,Moderate
Brazil,Miguel Alves,47,Good,1,Good,7,Good,1,Good,47,Good
Uruguay,Minas,22,Good,0,Good,19,Good,0,Good,22,Good
Uruguay,Minas,22,Good,0,Good,19,Good,0,Good,22,Good
Brazil,Miranorte,41,Good,0,Good,11,Good,0,Good,41,Good
India,Moga,159,Unhealthy,2,Good,134,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy
Italy,Mogliano Veneto,89,Moderate,2,Good,33,Good,5,Good,89,Moderate
France,Montauban,32,Good,1,Good,32,Good,2,Good,32,Good
Belgium,Mortsel,40,Good,1,Good,29,Good,3,Good,40,Good
United States of America,Moscow,30,Good,1,Good,19,Good,4,Good,30,Good
United States of America,Moscow,30,Good,1,Good,19,Good,4,Good,30,Good
India,Mudhol,73,Moderate,0,Good,24,Good,0,Good,73,Moderate
India,Mudhol,73,Moderate,0,Good,24,Good,0,Good,73,Moderate
India,Mudhol,73,Moderate,0,Good,24,Good,0,Good,73,Moderate
Mexico,Muna,59,Moderate,1,Good,21,Good,1,Good,59,Moderate
Mexico,Naranjos,92,Moderate,2,Good,34,Good,1,Good,92,Moderate
Romania,Nehoiu,52,Moderate,1,Good,40,Good,0,Good,52,Moderate
Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good
Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good
Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good
Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good
Germany,Neustadt,33,Good,0,Good,33,Good,0,Good,32,Good
United States of America,New Lenox,54,Moderate,2,Good,30,Good,11,Good,54,Moderate
United Kingdom of Great Britain and Northern Ireland,Newburn,31,Good,0,Good,31,Good,2,Good,21,Good
United Kingdom of Great Britain and Northern Ireland,Newbury,50,Good,1,Good,22,Good,7,Good,50,Good
Republic of Moldova,Nisporeni,53,Moderate,1,Good,36,Good,1,Good,53,Moderate
Japan,Nisshin,44,Good,1,Good,44,Good,1,Good,16,Good
Russian Federation,Nizhniye Sergi,37,Good,1,Good,35,Good,0,Good,37,Good
Germany,Nohfelden,54,Moderate,1,Good,30,Good,3,Good,54,Moderate
,Kingstown,163,Unhealthy,0,Good,25,Good,0,Good,163,Unhealthy
United States of America,Klamath Falls,40,Good,1,Good,7,Good,6,Good,40,Good
Pakistan,Kohat,101,Unhealthy for Sensitive Groups,1,Good,62,Moderate,0,Good,101,Unhealthy for Sensitive Groups
China,Korla,160,Unhealthy,1,Good,45,Good,0,Good,160,Unhealthy
Ukraine,Korostyshiv,89,Moderate,1,Good,39,Good,0,Good,89,Moderate
Guinea,Kouroussa,56,Moderate,1,Good,13,Good,0,Good,56,Moderate
United States of America,Littleton,74,Moderate,1,Good,8,Good,13,Good,74,Moderate
United States of America,Littleton,74,Moderate,1,Good,8,Good,13,Good,74,Moderate
Italy,Lizzano,48,Good,1,Good,48,Good,3,Good,36,Good
Bolivia (Plurinational State of),Llallagua,12,Good,0,Good,12,Good,0,Good,11,Good
United States of America,Lochearn,42,Good,1,Good,28,Good,10,Good,42,Good
Finland,Lohja,27,Good,1,Good,27,Good,4,Good,19,Good
Myanmar,Loikaw,15,Good,0,Good,15,Good,0,Good,10,Good
Italy,Lonate Pozzolo,82,Moderate,1,Good,42,Good,2,Good,82,Moderate
Chile,Lota,67,Moderate,2,Good,10,Good,8,Good,67,Moderate
Angola,Lubango,40,Good,1,Good,14,Good,0,Good,40,Good
Democratic Republic of the Congo,Luebo,90,Moderate,4,Good,20,Good,0,Good,90,Moderate
India,Lumding,43,Good,2,Good,21,Good,0,Good,43,Good
India,Mahendragarh,500,Hazardous,1,Good,42,Good,0,Good,435,Hazardous
Turkey,Malatya,55,Moderate,1,Good,29,Good,0,Good,55,Moderate
Philippines,Manay,25,Good,0,Good,15,Good,0,Good,25,Good
Kingdom of Eswatini,Manzini,75,Moderate,3,Good,15,Good,1,Good,75,Moderate
Ukraine,Krasnodon,37,Good,1,Good,37,Good,0,Good,13,Good
India,Kunigal,50,Good,0,Good,21,Good,0,Good,50,Good
Spain,La Carolina,34,Good,1,Good,17,Good,3,Good,34,Good
Spain,La Garriga,49,Good,1,Good,30,Good,5,Good,49,Good
Spain,La Llagosta,53,Moderate,1,Good,26,Good,7,Good,53,Moderate
United States of America,Lady Lake,72,Moderate,1,Good,7,Good,14,Good,72,Moderate
Malaysia,Lahad Datu,48,Good,1,Good,15,Good,0,Good,48,Good
Belgium,Lanaken,43,Good,1,Good,25,Good,4,Good,43,Good
France,Lannion,41,Good,1,Good,26,Good,4,Good,41,Good
Italy,Lanuvio,40,Good,1,Good,40,Good,2,Good,20,Good
Mexico,Las Margaritas,61,Moderate,1,Good,8,Good,4,Good,61,Moderate
Belgium,Lede,42,Good,1,Good,28,Good,4,Good,42,Good
Italy,Lentini,67,Moderate,1,Good,36,Good,3,Good,67,Moderate
United States of America,Leominster,30,Good,1,Good,30,Good,3,Good,22,Good
United States of America,Leominster,30,Good,1,Good,30,Good,3,Good,22,Good
Mexico,Leon,50,Good,1,Good,14,Good,3,Good,50,Good
Bulgaria,Levski,52,Moderate,1,Good,36,Good,1,Good,52,Moderate
China,Liancheng,58,Moderate,1,Good,28,Good,2,Good,58,Moderate
United States of America,Lighthouse Point,58,Moderate,1,Good,14,Good,10,Good,58,Moderate
Malawi,Lilongwe,33,Good,0,Good,19,Good,0,Good,33,Good
Nigeria,Kano,138,Unhealthy for Sensitive Groups,4,Good,25,Good,4,Good,138,Unhealthy for Sensitive Groups
Russian Federation,Karabash,36,Good,1,Good,36,Good,0,Good,33,Good
India,Kareli,169,Unhealthy,1,Good,36,Good,0,Good,169,Unhealthy
United States of America,Kaukauna,49,Good,1,Good,31,Good,6,Good,49,Good
Finland,Kerava,23,Good,1,Good,23,Good,6,Good,18,Good
Poland,Jawor,63,Moderate,1,Good,24,Good,3,Good,63,Moderate
France,Joigny,31,Good,1,Good,31,Good,1,Good,21,Good
Germany,Jork,34,Good,0,Good,34,Good,1,Good,31,Good
Zambia,Kafue,36,Good,0,Good,16,Good,0,Good,36,Good
United States of America,Mountlake Terrace,49,Good,1,Good,25,Good,11,Good,49,Good
Morocco,Mrirt,59,Moderate,2,Good,16,Good,4,Good,59,Moderate
India,Muktsar,180,Unhealthy,2,Good,151,Unhealthy,1,Good,180,Unhealthy
Ireland,Mullingar,27,Good,0,Good,27,Good,0,Good,13,Good
Pakistan,Multan,194,Unhealthy,3,Good,176,Unhealthy,2,Good,194,Unhealthy
Ghana,Mumford,74,Moderate,2,Good,17,Good,1,Good,74,Moderate
Japan,Murayama,35,Good,1,Good,35,Good,1,Good,13,Good
Spain,Murcia,29,Good,1,Good,29,Good,2,Good,20,Good
Spain,Murcia,29,Good,1,Good,29,Good,2,Good,20,Good
India,Musiri,54,Moderate,0,Good,25,Good,0,Good,54,Moderate
United States of America,Muskego,58,Moderate,2,Good,18,Good,21,Good,58,Moderate
Netherlands,Naarden,42,Good,0,Good,35,Good,1,Good,42,Good
,Nanakuli,30,Good,0,Good,27,Good,0,Good,30,Good
China,Nantong,206,Very Unhealthy,7,Good,206,Very Unhealthy,9,Good,167,Unhealthy
France,Jeumont,51,Moderate,1,Good,22,Good,5,Good,51,Moderate
India,Kalanaur,157,Unhealthy,3,Good,157,Unhealthy,1,Good,126,Unhealthy for Sensitive Groups
India,Lala,87,Moderate,1,Good,36,Good,0,Good,87,Moderate
Thailand,Lang Suan,32,Good,0,Good,16,Good,0,Good,32,Good
,Lavagna,55,Moderate,1,Good,38,Good,2,Good,55,Moderate
United States of America,League City,45,Good,1,Good,22,Good,5,Good,45,Good
Ukraine,Lebedyn,55,Moderate,1,Good,40,Good,1,Good,55,Moderate
United States of America,Lennox,114,Unhealthy for Sensitive Groups,3,Good,8,Good,37,Good,114,Unhealthy for Sensitive Groups
Slovakia,Levice,50,Good,1,Good,31,Good,1,Good,50,Good
New Zealand,Levin,13,Good,0,Good,13,Good,1,Good,12,Good
Germany,Limburg,33,Good,1,Good,33,Good,2,Good,30,Good
Sweden,Lindome,38,Good,0,Good,38,Good,1,Good,19,Good
Italy,Lissone,33,Good,1,Good,33,Good,2,Good,23,Good
United States of America,Lockhart,47,Good,1,Good,21,Good,2,Good,47,Good
United States of America,Lockhart,47,Good,1,Good,21,Good,2,Good,47,Good
Germany,Lohmar,33,Good,1,Good,33,Good,2,Good,29,Good
China,Loudi,99,Moderate,4,Good,99,Moderate,5,Good,97,Moderate
Angola,Luena,66,Moderate,1,Good,22,Good,0,Good,66,Moderate
Belarus,Lyuban,52,Moderate,1,Good,28,Good,1,Good,52,Moderate
Russian Federation,Lyudinovo,70,Moderate,1,Good,23,Good,2,Good,70,Moderate
Netherlands,Maassluis,38,Good,1,Good,27,Good,4,Good,38,Good
Guinea,Macenta,32,Good,1,Good,14,Good,0,Good,32,Good
United States of America,Machesney Park,72,Moderate,3,Good,0,Good,10,Good,72,Moderate
